CMS_ID,Ecosystem_Name,provider_name,address,city,state,zip_code,county,County_count,State_Srv,Ownership_Type,Lab_Service_Binary,Pharm_Service_Binary,Nursing_Service_Binary,PT_Service_Binary,OT_Service_Binary,Speech_Service_Binary,Med_SS_Service_Binary,HH_Aide_Service_Binary,date_certified,quality_of_patient_care_star_rating,hhcahps_survey_summary_star_rating,how_often_the_home_health_team_began_their_patients’_care_in_a_timely_manner,qm_timely_manner_county_ptile,qm_timely_manner_ptile,how_often_the_home_health_team_taught_patients_or_their_family_caregivers_about_their_drugs,qm_teach_drugs_county_ptile,qm_teach_drugs_ptile,how_often_the_home_health_team_checked_patients’_risk_of_falling,qm_risk_falling_county_ptile,qm_risk_falling_ptile,how_often_the_home_health_team_checked_patients_for_depression,qm_depression_county_ptile,qm_depression_ptile,how_often_the_home_health_team_determined_whether_patients_received_a_flu_shot_for_the_currnet_flu_season,qm_flu_shot_county_ptile,qm_flu_shot_ptile,how_often_the_home_health_team_made_sure_that_their_patients_have_received_a_pneumococcal_vaccine_pneumonia_shot,qm_pneum_shot_county_ptile,qm_pneum_shot_ptile,with_diabetes_how_often_the_home_health_team_got_doctor’s_orders_gave_foot_care_and_taught_patients_about_foot_care,qm_diabetes_footcare_county_ptile,qm_diabetes_footcare_ptile,how_often_patients_got_better_at_walking_or_moving_around,qm_improv_mobil_county_ptile,qm_improv_mobil_ptile,how_often_patients_got_better_at_getting_in_and_out_of_bed,qm_improv_trans_county_ptile,qm_improv_trans_ptile,how_often_patients_got_better_at_bathing,qm_bathing_county_ptile,qm_bathing_ptile,how_often_patients_had_less_pain_when_moving_around,qm_pain_moving_county_ptile,qm_pain_moving_ptile,how_often_patients’_breathing_improved,qm_breathing_county_ptile,qm_breathing_ptile,how_often_patients’_wounds_improved_or_healed_after_an_operation,qm_improv_wounds_county_ptile,qm_improv_wounds_ptile,how_often_patients_got_better_at_taking_their_drugs_correctly_by_mouth,qm_correct_meds_county_ptile,qm_correct_meds_ptile,how_often_home_health_patients_had_to_be_admitted_to_the_hospital,qm_admit_hosp_ptile,qm_hosp_admit_ptile_rank,how_often_patients_receiving_home_health_care_needed_urgent_unplanned_care_in_the_er_without_being_admitted,qm_urgent_care_norehosp_county_ptile,qm_urgent_care_no_hosp_ptile,qm_urgent_care_no_hosp_rank,how_often_home_health_patients_who_have_had_a_recent_hospital_stay_had_to_be_re-admitted_to_the_hospital,qm_pac_hosp_admitt_rank,how_often_home_health_patients_who_have_had_a_recent_hospital_stay_received_care_in_the_hospital_emergency_room_without_being_readmitted_to_the_hospital,qm_pac_urgent_care_no_hosp_rank,pred_all_diff_ptile_rank,pred_med_diff_ptile_rank,pred_chf_diff_ptile_rank,pred_med_high_diff_ptile_rank,pred_med_low_diff_ptile_rank,pred_surg_high_risk_diff_ptile_rank,pred_surg_diff_ptile_rank,pred_surg_low_risk_diff_ptile_rank,pred_lung_diff_ptile_rank,pred_all_comp_rate,pred_all_state_rate,pred_med_other_comp_rate,pred_med_other_state_rate,pred_surg_other_comp_rate,pred_surg_other_state_rate,pred_CHF_comp_rate,pred_CHF_state_rate,pred_med_high_comp_rate,pred_med_high_state_rate,pred_med_low_comp_rate,pred_med_low_state_rate,pred_surg_high_comp_rate,pred_surg_high_state_rate,pred_surg_low_comp_rate,pred_surg_low_state_rate,pred_lung_diff_comp_rate,pred_lung_diff_state_rate,percent_of_patients_who_reported_that_their_home_health_team_gave_care_in_a_professional_way,hcaps_prof_care_county_ptile,hcaps_prof_care_ptile,percent_of_patients_who_reported_that_their_home_health_team_communicated_well_with_them,hcaps_communicated_county_ptile,hcaps_communicated_ptile,hcaps_definitely_recommend_county_ptile,hcaps_definitely_recommend_ptile,hcaps_discuss_med_county_ptile,hcaps_discuss_med_ptile,hcaps_prof_care_county_ptile,hcaps_prof_care_ptile,percent_of_patients_who_reported_that_their_home_health_team_discussed_medicines_pain_and_home_safety_with_them,percent_of_patients_who_gave_their_home_health_agency_a_rating_of_9_or_10_on_a_scale_from_0_lowest_to_10_highest,hcaps_above_8_county_ptile,hcaps_above_8_ptile,percent_of_patients_who_reported_yes_they_would_definitely_recommend_the_home_health_agency_to_friends_and_family,hcaps_definitely_recommend_county_ptile,hcaps_definitely_recommend_ptile,alleg_state_mean,alleg_total,rehosp_alleg_state_mean,sub_alleg_state_mean,sub_alleg_sum,total_weight_alleg,alleg_county_mean,total_sub_alleg,total_rehosp_alleg,sub_alleg_county_mean,rehosp_alleg_county_mean,def_county_mean,def_state_mean,def_total,comp_bin_county_mean,comp_bin_state_mean,number_of_completed_surveys,response_rate,CRTFCTN_DT,CRTFCTN_UPDT_DT,Reporting_Month
'687001,FL_Polk,Seniorbridge Family Companies (Fl) Inc,4023 N ARMENIA AVE STE 470,TAMPA,FL,33823,Polk,103.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,No,Yes,09/11/2014,3.5,4,0.879,8.0,6.0,0.95,12.0,9.0,1.0,73.0,71.0,0.951,12.0,16.0,0.7020000000000001,34.0,31.0,0.508,11.0,7.0,0.8959999999999999,11.0,8.0,0.778,47.0,36.0,0.813,73.0,60.0,0.813,42.0,34.0,0.7490000000000001,24.0,20.0,0.8,42.0,39.0,0.879,14.0,11.0,0.7140000000000001,59.0,50.0,,,N/A,,,,N/A,Not Available,N/A,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.08776314361917568,0.07891721970000001,0.19638594797706943,0.1683925272,0.1999763201635727,0.1999792872,0.18775231152098348,0.1686206538,0.08864401287666321,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,0.87,57.0,38.0,0.9,93.0,87.0,90.0,74.0,79.0,71.0,57.0,38.0,0.84,0.87,89.0,72.0,0.82,90.0,74.0,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.18446601941747573,,,0.04854368932038835,0.038834951456310676,0.18446601941747573,0.2469553450608931,,0.04854368932038835,0.05886332882273342,48,20,20180823,20181109.0,2019/09
'108427,FL_Polk,Signature Homenow,283 CRANES ROOST BLVD STE 150,ALTAMONTE SPRINGS,FL,34759,Polk,103.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,07/03/2007,3.0,3,0.882,9.0,6.0,0.991,53.0,42.0,0.997,26.0,24.0,0.975,34.0,31.0,0.804,64.0,65.0,0.816,65.0,62.0,0.995,61.0,57.0,0.784,49.0,41.0,0.732,34.0,18.0,0.8490000000000001,67.0,54.0,0.8029999999999999,43.0,35.0,0.753,28.0,23.0,0.9520000000000001,54.0,49.0,0.705,54.0,46.0,0.19899999999999998,93.0,E,0.10300000000000001,30.0,30.0,C,Same As Expected,C,Same As Expected,C,N/A,N/A,C,N/A,C,C,B,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.08447946591005273,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,0.84,22.0,14.0,0.78,24.0,11.0,24.0,12.0,57.0,42.0,22.0,14.0,0.8,0.81,46.0,30.0,0.68,24.0,12.0,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.18446601941747573,,,0.04854368932038835,0.038834951456310676,0.18446601941747573,0.2469553450608931,,0.04854368932038835,0.05886332882273342,206,23,20160211,20190225.0,2019/09
'108437,FL_Polk,Signature Homenow,2322 LAKELAND HILLS BLVD,LAKELAND,FL,33838,Polk,103.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,07/24/2007,3.5,4,0.972,55.0,42.0,0.996,72.0,61.0,0.9990000000000001,41.0,38.0,0.96,18.0,19.0,0.753,45.0,45.0,0.765,50.0,44.0,0.981,38.0,33.0,0.76,40.0,27.0,0.753,44.0,26.0,0.856,69.0,58.0,0.7559999999999999,26.0,22.0,0.785,34.0,32.0,0.8859999999999999,18.0,12.0,0.7170000000000001,62.0,52.0,0.158,51.0,C,0.10400000000000001,34.0,31.0,C,Same As Expected,C,Same As Expected,C,N/A,N/A,C,N/A,C,C,B,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.08447946591005273,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,0.91,87.0,80.0,0.86,75.0,56.0,75.0,56.0,57.0,42.0,87.0,80.0,0.8,0.84,68.0,47.0,0.79,75.0,56.0,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.18446601941747573,,,0.04854368932038835,0.038834951456310676,0.18446601941747573,0.2469553450608931,,0.04854368932038835,0.05886332882273342,256,27,20160421,20190207.0,2019/09
'683159,FL_Polk,Southeast Homecare,1936 W DR MLK JR BLVD STE 102,TAMPA,FL,33898,Polk,103.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,No,Yes,07/11/2014,4.5,Not Available,0.9570000000000001,36.0,27.0,0.995,66.0,55.0,1.0,73.0,71.0,0.992,66.0,55.0,0.833,75.0,75.0,0.914,92.0,90.0,0.995,61.0,57.0,0.797,58.0,48.0,0.8,67.0,51.0,0.917,88.0,86.0,0.898,74.0,74.0,0.884,77.0,78.0,,,,0.759,77.0,67.0,,,N/A,,,,N/A,Not Available,N/A,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.08776314361917568,0.07891721970000001,0.19638594797706943,0.1683925272,0.1999763201635727,0.1999792872,0.18775231152098348,0.1686206538,0.08864401287666321,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,,,,,,,,,,,,,,,,,,,,0.16610284167794317,2.0,0.05040595399188092,0.036535859269282815,108.0,2.0,0.18446601941747573,2.0,2.0,0.04854368932038835,0.038834951456310676,0.18446601941747573,0.2469553450608931,,0.04854368932038835,0.05886332882273342,Not Available,Not Available,20170822,20180427.0,2019/09
'687007,FL_Polk,Tmg Home Health Care  Inc,1107 PERSON ST,KISSIMMEE,FL,34759,Polk,103.0,FL,For-Profit,No,No,Yes,Yes,No,No,No,Yes,11/19/2015,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,N/A,Not Available,N/A,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.08776314361917568,0.07891721970000001,0.19638594797706943,0.1683925272,0.1999763201635727,0.1999792872,0.18775231152098348,0.1686206538,0.08864401287666321,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,,,,,,,,,,,,,,,,,,,,0.16610284167794317,2.0,0.05040595399188092,0.036535859269282815,108.0,2.0,0.18446601941747573,2.0,2.0,0.04854368932038835,0.038834951456310676,0.18446601941747573,0.2469553450608931,,0.04854368932038835,0.05886332882273342,Not Available,Not Available,20181228,20190514.0,2019/09
'683154,FL_Polk,Total Care Home Services Inc,3375 W VINE ST SUITE 202,KISSIMMEE,FL,34759,Polk,103.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,09/03/2014,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14800000000000002,37.0,C,0.172,97.0,98.0,E,Not Available,N/A,Not Available,N/A,N/A,N/A,C,N/A,N/A,N/A,N/A,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.08776314361917568,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.18775231152098348,0.1686206538,0.08864401287666321,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,,,,,,,,,,,,,,,,,,,,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.18446601941747573,,,0.04854368932038835,0.038834951456310676,0.18446601941747573,0.2469553450608931,,0.04854368932038835,0.05886332882273342,Not Available,Not Available,20170814,20180328.0,2019/09
'103145,FL_Polk,Trilogy Home Healthcare,10855 BOYETTE RD,RIVERVIEW,FL,33841,Polk,103.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,03/01/2012,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,N/A,Not Available,N/A,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.08776314361917568,0.07891721970000001,0.19638594797706943,0.1683925272,0.1999763201635727,0.1999792872,0.18775231152098348,0.1686206538,0.08864401287666321,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,,,,,,,,,,,,,,,,,,,,0.16610284167794317,1.0,0.05040595399188092,0.036535859269282815,108.0,2.0,0.18446601941747573,1.0,1.0,0.04854368932038835,0.038834951456310676,0.18446601941747573,0.2469553450608931,2.0,0.04854368932038835,0.05886332882273342,Not Available,Not Available,20150413,20190301.0,2019/09
'683131,FL_Polk,Trilogy Home Healthcare,2701 MICHIGAN AVE STE J,KISSIMMEE,FL,33897,Polk,103.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,03/06/2014,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,N/A,Not Available,N/A,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.08776314361917568,0.07891721970000001,0.19638594797706943,0.1683925272,0.1999763201635727,0.1999792872,0.18775231152098348,0.1686206538,0.08864401287666321,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,,,,,,,,,,,,,,,,,,,,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.18446601941747573,,,0.04854368932038835,0.038834951456310676,0.18446601941747573,0.2469553450608931,,0.04854368932038835,0.05886332882273342,Not Available,Not Available,20170321,20180615.0,2019/09
'687014,FL_Polk,Trucare Home Health Solutions Llc,1933 E EDGEWOOD DR STE 102,LAKELAND,FL,33843,Polk,103.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,03/04/2016,3.0,Not Available,0.95,28.0,22.0,0.992,57.0,44.0,1.0,73.0,71.0,0.97,27.0,26.0,0.496,9.0,7.0,0.525,13.0,8.0,1.0,87.0,84.0,0.6579999999999999,18.0,8.0,0.659,20.0,9.0,0.823,48.0,40.0,0.843,58.0,51.0,0.7979999999999999,40.0,37.0,,,,0.6579999999999999,33.0,26.0,0.185,88.0,D,0.07400000000000001,12.0,10.0,B,Same As Expected,C,Same As Expected,C,N/A,N/A,C,N/A,N/A,N/A,N/A,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.08776314361917568,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.18775231152098348,0.1686206538,0.08864401287666321,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,,,,,,,,,,,,,,,,,,,,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.18446601941747573,,,0.04854368932038835,0.038834951456310676,0.18446601941747573,0.2469553450608931,,0.04854368932038835,0.05886332882273342,Not Available,Not Available,20190131,20190312.0,2019/09
'109428,FL_Polk,Utopia Home Care,4100 W KENNEDY BLVD STE 105,TAMPA,FL,33801,Polk,103.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,10/30/2009,3.0,2,0.9570000000000001,36.0,27.0,0.915,4.0,5.0,1.0,73.0,71.0,0.9590000000000001,17.0,19.0,0.7829999999999999,57.0,58.0,0.7929999999999999,57.0,54.0,0.774,2.0,2.0,0.647,14.0,7.0,0.616,14.0,6.0,0.8220000000000001,47.0,40.0,0.669,12.0,9.0,0.8270000000000001,51.0,48.0,0.82,5.0,4.0,0.764,78.0,68.0,0.115,9.0,N/A,0.068,9.0,8.0,A,Not Available,N/A,Not Available,N/A,B,B,B,N/A,B,B,B,C,B,0.15237787105206532,0.1654796643,0.18017305883463614,0.1968206112,0.08447946591005273,0.07891721970000001,0.17159265231340243,0.1683925272,0.1999763201635727,0.1999792872,0.17732818008306736,0.1686206538,0.07476290969191579,0.0641277957,0.06278004029749262,0.1209888648,0.06874172644264173,0.2041557588,0.85,34.0,22.0,0.76,15.0,7.0,18.0,10.0,13.0,7.0,34.0,22.0,0.7,0.8,37.0,23.0,0.67,18.0,10.0,0.16610284167794317,1.0,0.05040595399188092,0.036535859269282815,108.0,2.0,0.18446601941747573,1.0,1.0,0.04854368932038835,0.038834951456310676,0.18446601941747573,0.2469553450608931,1.0,0.04854368932038835,0.05886332882273342,189,35,20151103,20190106.0,2019/09
'683124,FL_Polk,Utopia Home Care Inc,1650 SAND LAKE RD STE 200,ORLANDO,FL,34759,Polk,103.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,12/04/2013,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,N/A,Not Available,N/A,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.08776314361917568,0.07891721970000001,0.19638594797706943,0.1683925272,0.1999763201635727,0.1999792872,0.18775231152098348,0.1686206538,0.08864401287666321,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,0.95,97.0,95.0,1.0,99.0,100.0,99.0,93.0,90.0,87.0,97.0,95.0,0.87,1.0,100.0,100.0,0.89,99.0,93.0,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.18446601941747573,,,0.04854368932038835,0.038834951456310676,0.18446601941747573,0.2469553450608931,,0.04854368932038835,0.05886332882273342,8,27,20161204,20181228.0,2019/09
'107614,FL_Polk,Visiting Nurse Association Of Florida Inc,8001 DALE MABRY HWY 501 STE 201A,TAMPA,FL,33823,Polk,103.0,FL,Non-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,08/21/2000,3.5,3,0.948,26.0,21.0,0.996,72.0,61.0,0.976,2.0,4.0,0.843,4.0,3.0,0.653,27.0,21.0,0.736,40.0,35.0,0.991,51.0,48.0,0.764,41.0,30.0,0.775,54.0,35.0,0.813,42.0,34.0,0.792,32.0,32.0,0.753,28.0,23.0,0.996,91.0,92.0,0.75,74.0,63.0,0.203,94.0,E,0.172,97.0,98.0,E,Same As Expected,C,Same As Expected,C,N/A,N/A,B,N/A,C,C,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.17159265231340243,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,0.86,49.0,29.0,0.83,54.0,32.0,43.0,24.0,39.0,29.0,49.0,29.0,0.78,0.79,34.0,19.0,0.72,43.0,24.0,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.18446601941747573,,,0.04854368932038835,0.038834951456310676,0.18446601941747573,0.2469553450608931,,0.04854368932038835,0.05886332882273342,70,26,20180306,nan,2019/09
'103173,FL_Polk,Yodalys Home Health Corp,233 W WATERS AVENUE,TAMPA,FL,33850,Polk,103.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,01/29/2013,4.0,Not Available,0.968,50.0,38.0,0.9890000000000001,51.0,38.0,1.0,73.0,71.0,0.9890000000000001,61.0,49.0,0.8,62.0,63.0,0.862,82.0,80.0,0.976,35.0,29.0,0.927,91.0,93.0,0.7070000000000001,28.0,14.0,0.745,22.0,14.0,0.9179999999999999,78.0,79.0,0.879,75.0,76.0,,,,0.716,60.0,52.0,,,N/A,,,,N/A,Not Available,N/A,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.08776314361917568,0.07891721970000001,0.19638594797706943,0.1683925272,0.1999763201635727,0.1999792872,0.18775231152098348,0.1686206538,0.08864401287666321,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,0.82,16.0,7.0,0.69,5.0,2.0,29.0,15.0,19.0,10.0,16.0,7.0,0.72,0.73,13.0,5.0,0.69,29.0,15.0,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.18446601941747573,,,0.04854368932038835,0.038834951456310676,0.18446601941747573,0.2469553450608931,,0.04854368932038835,0.05886332882273342,21,28,20160105,20190301.0,2019/09
'103167,FL_Putnam,All About Home Care Management Llc,6158 SW STATE RD 200 STE 200,OCALA,FL,32148,Putnam,30.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,12/19/2012,4.0,4,0.9490000000000001,,22.0,0.991,,42.0,0.997,,24.0,0.9940000000000001,,58.0,0.597,,14.0,0.625,,15.0,0.978,,30.0,0.7609999999999999,,28.0,0.92,,94.0,0.8340000000000001,,47.0,0.8390000000000001,,48.0,0.828,,49.0,0.943,,41.0,0.6629999999999999,,28.0,0.161,56.0,N/A,0.14400000000000002,,89.0,N/A,Same As Expected,C,Same As Expected,C,N/A,N/A,C,N/A,C,B,B,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.08447946591005273,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.07476290969191579,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,0.92,,86.0,0.9,,87.0,,29.0,,63.0,,86.0,0.83,0.82,,37.0,0.74,,29.0,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.23333333333333334,,,0.0,0.1,0.3,0.2469553450608931,,0.1,0.05886332882273342,89,32,20151210,20181221.0,2019/09
'107492,FL_Putnam,Apex Home Healthcare,155 BLANDING BLVD STE 1,ORANGE PARK,FL,32666,Putnam,30.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,03/16/1995,4.0,4,0.968,,38.0,0.9940000000000001,,51.0,0.997,,24.0,0.978,,34.0,0.759,,48.0,0.7929999999999999,,54.0,0.997,,62.0,0.8029999999999999,,54.0,0.7959999999999999,,49.0,0.87,,63.0,0.9109999999999999,,77.0,0.892,,80.0,0.9009999999999999,,17.0,0.72,,54.0,0.19899999999999998,93.0,N/A,0.11800000000000001,,57.0,N/A,Worse Than Expected,D,Same As Expected,C,N/A,B,A,N/A,C,C,B,C,C,0.1654735041007257,0.1654796643,0.18017305883463614,0.1968206112,0.08447946591005273,0.07891721970000001,0.17969484015831969,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.06278004029749262,0.1209888648,0.06106333233641651,0.2041557588,0.9,,72.0,0.88,,72.0,,50.0,,71.0,,72.0,0.84,0.84,,47.0,0.78,,50.0,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.23333333333333334,,,0.0,0.1,0.3,0.2469553450608931,3.0,0.1,0.05886332882273342,157,27,20180110,20180301.0,2019/09
'107282,FL_Putnam,Baycare Home Care Inc,20 LAKE WIRE DR STE 230,LAKELAND,FL,32148,Putnam,30.0,FL,Non-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,06/15/1989,4.5,3,0.963,,33.0,0.996,,61.0,1.0,,71.0,1.0,,87.0,0.848,,78.0,0.845,,76.0,1.0,,84.0,0.8370000000000001,,73.0,0.846,,79.0,0.9159999999999999,,86.0,0.894,,72.0,0.909,,84.0,0.951,,48.0,0.894,,94.0,0.16899999999999998,70.0,N/A,0.11699999999999999,,54.0,N/A,Worse Than Expected,D,Worse Than Expected,D,N/A,D,B,N/A,E,D,E,D,C,0.1654735041007257,0.1654796643,0.16323556765177735,0.1968206112,0.05715285074680709,0.07891721970000001,0.17159265231340243,0.1683925272,0.1999763201635727,0.1999792872,0.13951623684004513,0.1686206538,0.05997008360517951,0.0641277957,0.05221834576595843,0.1209888648,0.06106333233641651,0.2041557588,0.87,,38.0,0.87,,64.0,,45.0,,42.0,,38.0,0.8,0.85,,56.0,0.77,,45.0,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.23333333333333334,,,0.0,0.1,0.3,0.2469553450608931,1.0,0.1,0.05886332882273342,1210,34,20170630,20181029.0,2019/09
'107415,FL_Putnam,Baycare Home Care Inc,601 MAIN STREET 8TH FLOOR,DUNEDIN,FL,32189,Putnam,30.0,FL,Non-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,07/16/1991,4.5,3,0.9790000000000001,,50.0,0.998,,73.0,1.0,,71.0,1.0,,87.0,0.825,,73.0,0.82,,64.0,1.0,,84.0,0.847,,78.0,0.846,,79.0,0.8959999999999999,,75.0,0.87,,63.0,0.8959999999999999,,81.0,0.9640000000000001,,67.0,0.821,,83.0,0.158,51.0,N/A,0.11800000000000001,,57.0,N/A,Worse Than Expected,D,Worse Than Expected,D,C,C,B,N/A,D,E,E,D,D,0.1444420917776816,0.1654796643,0.17183775938045825,0.1968206112,0.05715285074680709,0.07891721970000001,0.17159265231340243,0.1683925272,0.1999763201635727,0.1999792872,0.14522646158104066,0.1686206538,0.057047851501914916,0.0641277957,0.05221834576595843,0.1209888648,0.0546598435639793,0.2041557588,0.88,,50.0,0.88,,72.0,,74.0,,29.0,,50.0,0.78,0.86,,65.0,0.82,,74.0,0.16610284167794317,2.0,0.05040595399188092,0.036535859269282815,108.0,2.0,0.23333333333333334,2.0,2.0,0.0,0.1,0.3,0.2469553450608931,2.0,0.1,0.05886332882273342,648,33,20170414,20170629.0,2019/09
'107628,FL_Putnam,Brooks Rehabilitation Home Health,6676 CORPORATE CENTER PKWY,JACKSONVILLE,FL,32177,Putnam,30.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,12/21/2000,4.5,3,0.982,,54.0,1.0,,91.0,1.0,,71.0,0.997,,67.0,0.777,,55.0,0.77,,46.0,0.996,,60.0,0.792,,45.0,0.802,,54.0,0.8490000000000001,,54.0,0.8640000000000001,,60.0,0.851,,62.0,0.948,,44.0,0.7809999999999999,,73.0,0.154,45.0,N/A,0.13699999999999998,,82.0,N/A,Worse Than Expected,D,Worse Than Expected,D,N/A,N/A,B,N/A,C,C,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.17159265231340243,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,0.88,,50.0,0.85,,48.0,,69.0,,55.0,,50.0,0.82,0.86,,65.0,0.81,,69.0,0.16610284167794317,2.0,0.05040595399188092,0.036535859269282815,108.0,2.0,0.23333333333333334,2.0,2.0,0.0,0.1,0.3,0.2469553450608931,,0.1,0.05886332882273342,1253,30,20170105,20190603.0,2019/09
